"","release","book","chapter","page","chapter_num","page_num"
"986","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.4 Interpreting the Parameter Estimates for a Multivariate Model",13,4
"987","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.5 Predictions from the Multivariate Model",13,5
"988","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.6 Using Residuals and Sums of Squares to Measure Error Around the Multivariate Model",13,6
"989","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.7 Using Venn Diagrams to Conceptualize Sums of Squares, PRE, and F",13,7
"990","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.8 The Logic of Inference with the Multivariate Model",13,8
"991","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.9 Using the Sampling Distribution of F",13,9
"992","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.1 Targeted Model Comparisons",14,1
"993","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.2 Sums of Squares for Targeted Model Comparisons",14,2
"994","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.3 PRE and F for Targeted Model Comparisons",14,3
"995","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.4 Inference for Targeted Model Comparisons",14,4
"996","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.5 Using `shuffle()` for Targeted Model Comparisons (Part 1)",14,5
"997","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.6 Using `shuffle()` for Targeted Model Comparisons (Part 2)",14,6
"998","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.7 Deciding Which Predictors to Include in a Model",14,7
"999","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.8 Models with Multiple Categorical Predictors",14,8
"1000","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.9 Error and Inference from Models with Multiple Categorical Predictors",14,9
"1001","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.10 Models with Multiple Quantitative Predictors",14,10
"1002","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 15 - Models with Interactions","15.1 Dogs in the Emergency Room",15,1
"1003","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 15 - Models with Interactions","15.2 Additive versus Non-Additive Models",15,2
"1004","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 15 - Models with Interactions","15.5 Making Parameter Estimates More Meaningful in Interaction",15,5
"1005","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 15 - Models with Interactions","15.6 Centering a Quantitative Predictor at 0",15,6
"1006","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 16 - More Models with Interactions","16.1 Interactions with Two Quantitative Predictors",16,1
"1007","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 16 - More Models with Interactions","16.2 Fitting and Visualizing an Interaction Model with Two Quantitative Predictors",16,2
"1008","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 16 - More Models with Interactions","16.3 Interpreting Parameter Estimates of Interaction Models with Two Quantitative Predictors",16,3
"1009","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.11 Error and Inference from Models with Multiple Quantitative Predictors",14,11
"1010","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 16 - More Models with Interactions","16.4 Comparing the Interaction Model to the Additive Model with Two Quantitative Predictors",16,4
"1011","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 16 - More Models with Interactions","16.5 Interactions with Two Categorical Predictors",16,5
"1012","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 16 - More Models with Interactions","16.6 Predictions of the Interaction Model with Two Categorical Predictors",16,6
"1013","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 16 - More Models with Interactions","16.7 Visually Comparing the Interaction Model to the Additive Model with Two Categorical Predictors",16,7
"1014","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 16 - More Models with Interactions","16.8 Thinking of Factorial Models in Terms of Intercepts and Slopes",16,8
