"","book","release","chapter","page","variable_name","old_name","order","vector","item_id","lrn_question_reference","lrn_activity_reference","lrn_question_position","item_type","lrn_type","prompt","lrn_option_0","lrn_option_1","lrn_option_2","lrn_option_3","lrn_option_4","lrn_option_5","lrn_option_6","lrn_option_7","lrn_option_8","lrn_option_9","lrn_option_10","lrn_option_11"
"244",NA,"v5.0","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind","tv2_3","Mid2_Mindset_v2",4,TRUE,"Mid2_Mindset_v2","9e659d99-1ef4-491c-84e0-9ce00f9d9945","Mid2_Survey_1222",NA,"learnosity-activity","","My instructor explains how what we are learning may be important.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"245",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","exp1_4","Post_EVC",1,TRUE,"Post_EVC","14e67084-aa0c-464d-bb4e-452df50b9033","Post_Survey_1222",NA,"learnosity-activity","","I am confident I can learn the material in this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"246",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","exp2_4","Post_EVC",2,TRUE,"Post_EVC","14e67084-aa0c-464d-bb4e-452df50b9033","Post_Survey_1222",NA,"learnosity-activity","","I expect to do well in this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"247",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","uv_f1_4","Post_EVC",3,TRUE,"Post_EVC","14e67084-aa0c-464d-bb4e-452df50b9033","Post_Survey_1222",NA,"learnosity-activity","","What I'm learning in this class will be useful in the future.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"248",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","uv_j1_4","Post_EVC",4,TRUE,"Post_EVC","14e67084-aa0c-464d-bb4e-452df50b9033","Post_Survey_1222",NA,"learnosity-activity","","Good grades in this class will improve my job and career chances.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"249",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","uv_d1_4","Post_EVC",5,TRUE,"Post_EVC","14e67084-aa0c-464d-bb4e-452df50b9033","Post_Survey_1222",NA,"learnosity-activity","","What we learn in this class is relevant to my everyday life.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"250",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","iv1_4","Post_EVC",6,TRUE,"Post_EVC","14e67084-aa0c-464d-bb4e-452df50b9033","Post_Survey_1222",NA,"learnosity-activity","","I think this class is interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"251",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","iv2_4","Post_EVC",7,TRUE,"Post_EVC","14e67084-aa0c-464d-bb4e-452df50b9033","Post_Survey_1222",NA,"learnosity-activity","","I like this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"252",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","cost2_4","Post_EVC",8,TRUE,"Post_EVC","14e67084-aa0c-464d-bb4e-452df50b9033","Post_Survey_1222",NA,"learnosity-activity","","I have to give up too much to do well in this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"253",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","cost3_4","Post_EVC",9,TRUE,"Post_EVC","14e67084-aa0c-464d-bb4e-452df50b9033","Post_Survey_1222",NA,"learnosity-activity","","This class is too stressful for me.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"254",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","f1_4","Post_Int_Bel_GO_Att",1,TRUE,"Post_Int_Bel_GO_Att","c90c1851-119d-499e-90af-bb65dca0aee0","Post_Survey_1222",NA,"learnosity-activity","","I look forward to learning more about math, statistics, or data science.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"255",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","f2_4","Post_Int_Bel_GO_Att",2,TRUE,"Post_Int_Bel_GO_Att","c90c1851-119d-499e-90af-bb65dca0aee0","Post_Survey_1222",NA,"learnosity-activity","","I want to take more math, statistics, or data science classes in the future.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"256",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","f3_4","Post_Int_Bel_GO_Att",3,TRUE,"Post_Int_Bel_GO_Att","c90c1851-119d-499e-90af-bb65dca0aee0","Post_Survey_1222",NA,"learnosity-activity","","I would be interested in having a job someday that involved things like math, science, statistics, or data science.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"257",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","identity_4","Post_Int_Bel_GO_Att",4,TRUE,"Post_Int_Bel_GO_Att","c90c1851-119d-499e-90af-bb65dca0aee0","Post_Survey_1222",NA,"learnosity-activity","","I see myself as a statistics person.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"258",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","blc1_4","Post_Int_Bel_GO_Att",5,TRUE,"Post_Int_Bel_GO_Att","c90c1851-119d-499e-90af-bb65dca0aee0","Post_Survey_1222",NA,"learnosity-activity","","I matter as a student in this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"259",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","blc2_4","Post_Int_Bel_GO_Att",6,TRUE,"Post_Int_Bel_GO_Att","c90c1851-119d-499e-90af-bb65dca0aee0","Post_Survey_1222",NA,"learnosity-activity","","I belong in this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"260",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","goal1_4","Post_Int_Bel_GO_Att",7,TRUE,"Post_Int_Bel_GO_Att","c90c1851-119d-499e-90af-bb65dca0aee0","Post_Survey_1222",NA,"learnosity-activity","","To be honest, it is very important for me to do well compared to others in this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"261",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","goal2_4","Post_Int_Bel_GO_Att",8,TRUE,"Post_Int_Bel_GO_Att","c90c1851-119d-499e-90af-bb65dca0aee0","Post_Survey_1222",NA,"learnosity-activity","","Honestly, the most important thing for me in this class is to understand the content as thoroughly as possible.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"262",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","mem_4","Post_Int_Bel_GO_Att",9,TRUE,"Post_Int_Bel_GO_Att","c90c1851-119d-499e-90af-bb65dca0aee0","Post_Survey_1222",NA,"learnosity-activity","","This course required a lot of memorization.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"263",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","underst_4","Post_Int_Bel_GO_Att",10,TRUE,"Post_Int_Bel_GO_Att","c90c1851-119d-499e-90af-bb65dca0aee0","Post_Survey_1222",NA,"learnosity-activity","","This course required deep thinking and understanding of concepts.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"264",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","ms1_4","Post_Mindset_v2",1,TRUE,"Post_Mindset_v2","d86d2d93-dabe-435a-b665-c7d5b4c76ba7","Post_Survey_1222",NA,"learnosity-activity","","You can learn new things, but you can't really change your basic math ability.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"265",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","ms2_4","Post_Mindset_v2",2,TRUE,"Post_Mindset_v2","d86d2d93-dabe-435a-b665-c7d5b4c76ba7","Post_Survey_1222",NA,"learnosity-activity","","My math ability is something about me that I can't change much.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"266",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","im1_4","Post_Mindset_v2",3,TRUE,"Post_Mindset_v2","d86d2d93-dabe-435a-b665-c7d5b4c76ba7","Post_Survey_1222",NA,"learnosity-activity","","My instructor seems to believe that students have a certain amount of intelligence, and they really can't do much to change it.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"267",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","im2_4","Post_Mindset_v2",4,TRUE,"Post_Mindset_v2","d86d2d93-dabe-435a-b665-c7d5b4c76ba7","Post_Survey_1222",NA,"learnosity-activity","","My instructor seems to believe that students can learn new things, but they can't really change their basic intelligence.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"268",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","r_joy_4","Post_R",1,TRUE,"Post_R","74091d3b-9b1b-45d8-9db5-cb9f47829bbb","Post_Survey_1222",NA,"learnosity-activity","","I think that learning R programming will be enjoyable.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"269",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","r_job_4","Post_R",2,TRUE,"Post_R","74091d3b-9b1b-45d8-9db5-cb9f47829bbb","Post_Survey_1222",NA,"learnosity-activity","","I welcome the possibility of having a job in the future that involves R programming.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"270",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","r_difficult_4","Post_R",3,TRUE,"Post_R","74091d3b-9b1b-45d8-9db5-cb9f47829bbb","Post_Survey_1222",NA,"learnosity-activity","","I believe that learning R programming will be difficult.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"271",NA,"v5.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","r_anx_4","Post_R",4,TRUE,"Post_R","74091d3b-9b1b-45d8-9db5-cb9f47829bbb","Post_Survey_1222",NA,"learnosity-activity","","I am anxious/nervous about learning R programming.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"272",NA,"v5.0","Chapter 2 - Understanding Data","2.1 Starting with a Bunch of Numbers","exp_pulse2","Pulse_a2",1,TRUE,"Pulse_a2","bdd1f737-26e7-4d6a-89f0-2ce2b1ddc145","c7e41d3a-d579-42d2-b962-61ea4865b03e",NA,"learnosity","","I am confident in what I have learned so far in this course.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"273",NA,"v5.0","Chapter 2 - Understanding Data","2.1 Starting with a Bunch of Numbers","uv_pulse2","Pulse_a2",2,TRUE,"Pulse_a2","bdd1f737-26e7-4d6a-89f0-2ce2b1ddc145","c7e41d3a-d579-42d2-b962-61ea4865b03e",NA,"learnosity","","I think what I have learned so far in this course is useful.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"274",NA,"v5.0","Chapter 2 - Understanding Data","2.1 Starting with a Bunch of Numbers","iv_pulse2","Pulse_a2",3,TRUE,"Pulse_a2","bdd1f737-26e7-4d6a-89f0-2ce2b1ddc145","c7e41d3a-d579-42d2-b962-61ea4865b03e",NA,"learnosity","","I think this class is interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"275",NA,"v5.0","Chapter 2 - Understanding Data","2.1 Starting with a Bunch of Numbers","cost_pulse2","Pulse_a2",4,TRUE,"Pulse_a2","bdd1f737-26e7-4d6a-89f0-2ce2b1ddc145","c7e41d3a-d579-42d2-b962-61ea4865b03e",NA,"learnosity","","I am unable to put in the time needed to do well in this course.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"276",NA,"v5.0","Chapter 3 - Examining Distributions","3.1 The Concept of Distribution","exp_pulse3","Pulse_a3",1,TRUE,"Pulse_a3","cea09b1a-740f-4e7e-bf46-133635c473a8","6388cd42-a06c-4f9e-b90a-8c9f6defa3c0",NA,"learnosity","","I am confident in what I have learned so far in this course.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"277",NA,"v5.0","Chapter 3 - Examining Distributions","3.1 The Concept of Distribution","uv_pulse3","Pulse_a3",2,TRUE,"Pulse_a3","cea09b1a-740f-4e7e-bf46-133635c473a8","6388cd42-a06c-4f9e-b90a-8c9f6defa3c0",NA,"learnosity","","I think what I have learned so far in this course is useful.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"278",NA,"v5.0","Chapter 3 - Examining Distributions","3.1 The Concept of Distribution","iv_pulse3","Pulse_a3",3,TRUE,"Pulse_a3","cea09b1a-740f-4e7e-bf46-133635c473a8","6388cd42-a06c-4f9e-b90a-8c9f6defa3c0",NA,"learnosity","","I think this class is interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"279",NA,"v5.0","Chapter 3 - Examining Distributions","3.1 The Concept of Distribution","cost_pulse3","Pulse_a3",4,TRUE,"Pulse_a3","cea09b1a-740f-4e7e-bf46-133635c473a8","6388cd42-a06c-4f9e-b90a-8c9f6defa3c0",NA,"learnosity","","I am unable to put in the time needed to do well in this course.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"280",NA,"v5.0","Chapter 4 - Explaining Variation","4.1 Welcome to Explaining Variation","exp_pulse4","Pulse_a4",1,TRUE,"Pulse_a4","3e7981ed-5c59-445e-854f-adf71448feb1","ee97e32a-02b4-4d22-b298-0a2d1ed92180",NA,"learnosity","","I am confident in what I have learned so far in this course.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"281",NA,"v5.0","Chapter 4 - Explaining Variation","4.1 Welcome to Explaining Variation","uv_pulse4","Pulse_a4",2,TRUE,"Pulse_a4","3e7981ed-5c59-445e-854f-adf71448feb1","ee97e32a-02b4-4d22-b298-0a2d1ed92180",NA,"learnosity","","I think what I have learned so far in this course is useful.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"282",NA,"v5.0","Chapter 4 - Explaining Variation","4.1 Welcome to Explaining Variation","iv_pulse4","Pulse_a4",3,TRUE,"Pulse_a4","3e7981ed-5c59-445e-854f-adf71448feb1","ee97e32a-02b4-4d22-b298-0a2d1ed92180",NA,"learnosity","","I think this class is interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"283",NA,"v5.0","Chapter 4 - Explaining Variation","4.1 Welcome to Explaining Variation","cost_pulse4","Pulse_a4",4,TRUE,"Pulse_a4","3e7981ed-5c59-445e-854f-adf71448feb1","ee97e32a-02b4-4d22-b298-0a2d1ed92180",NA,"learnosity","","I am unable to put in the time needed to do well in this course.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"284",NA,"v5.0","Chapter 5 - A Simple Model","5.1 What is a Model, and Why Would We Want One?","exp_pulse5","Pulse_b1",1,TRUE,"Pulse_b1","98766f0f-e862-4eb6-b12d-c0e169626a61","6307293c-8534-4652-a2a7-e282a6d89fb3",NA,"learnosity","","I am confident in what I have learned so far in this course.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"285",NA,"v5.0","Chapter 5 - A Simple Model","5.1 What is a Model, and Why Would We Want One?","uv_pulse5","Pulse_b1",2,TRUE,"Pulse_b1","98766f0f-e862-4eb6-b12d-c0e169626a61","6307293c-8534-4652-a2a7-e282a6d89fb3",NA,"learnosity","","I think what I have learned so far in this course is useful.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"286",NA,"v5.0","Chapter 5 - A Simple Model","5.1 What is a Model, and Why Would We Want One?","iv_pulse5","Pulse_b1",3,TRUE,"Pulse_b1","98766f0f-e862-4eb6-b12d-c0e169626a61","6307293c-8534-4652-a2a7-e282a6d89fb3",NA,"learnosity","","I think this class is interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"287",NA,"v5.0","Chapter 5 - A Simple Model","5.1 What is a Model, and Why Would We Want One?","cost_pulse5","Pulse_b1",4,TRUE,"Pulse_b1","98766f0f-e862-4eb6-b12d-c0e169626a61","6307293c-8534-4652-a2a7-e282a6d89fb3",NA,"learnosity","","I am unable to put in the time needed to do well in this course.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
